external_id,content,created_at,like_count,reply_count,quote_count,repost_count,labels
at://did:plc:jfhpnnst6flqway4eaeqzj2a/app.bsky.feed.post/3matr23iuo226,merry christmas america,,7,0,0,0,[]
at://did:plc:k5nskatzhyxersjilvtnz4lh/app.bsky.feed.post/3matkwuqwib2e,"because riders and passersby can be unreliable, waymo pays workers in l.a. $20 or more for rescuing a robotaxi by closing a door, summoning help through an app called honk that is like an uber for towing companies.",,46,10,15,12,[]
at://did:plc:jbvnehrrdqoulco4rf5gxg5r/app.bsky.feed.post/3matkf3ix3y24,southern california rb eli sanders entering nfl draft reut.rs/4pnk8fg,,5,0,0,0,[]
at://did:plc:yc54nj2zlnqrdotewpkbrauy/app.bsky.feed.post/3matk7jx62v24,starmer needs to tell a better christmas story about labour,,12,5,1,2,[]
at://did:plc:xraomsuf6pvh7r2cqtdwhkvm/app.bsky.feed.post/3matj3u7rg22w,,,50,2,1,2,[]
at://did:plc:mzeafnu2fiz4jsuohywamioa/app.bsky.feed.post/3mathiypdbn23,stephen lawrence's racist killer clashes with manchester arena plotter hashem abedi behind bars trib.al/wslxfxh,,0,1,0,0,[]
at://did:plc:7odhgjrqjyqrjqvzxxmqzlz6/app.bsky.feed.post/3matdhva7bc2m,sorry to hear. hang in there.,,13,0,0,0,[]
at://did:plc:7d7efvb5cdkzmf6dn5awilst/app.bsky.feed.post/3mapxa72xxs2w,"woah
www.latimes.com/california/s...",,32,1,0,12,[]
at://did:plc:vovinwhtulbsx4mwfw26r5ni/app.bsky.feed.post/3matbnxytbt27,british campaigner launches legal challenge against trump administration after deportation threat,,105,2,2,35,[]
at://did:plc:jbvnehrrdqoulco4rf5gxg5r/app.bsky.feed.post/3matbgrmk742i,commanders rb chris rodriguez jr. inactive vs. cowboys reut.rs/4s8efkj,,6,0,0,1,[]
at://did:plc:xraomsuf6pvh7r2cqtdwhkvm/app.bsky.feed.post/3mataqkq6vs24,🥰🥳,,1,0,0,0,[]
at://did:plc:jbvnehrrdqoulco4rf5gxg5r/app.bsky.feed.post/3matad6plzw2s,ole miss qb trinidad chambliss hoping for additional eligibility reut.rs/4j9kryo,,6,0,0,1,[]
at://did:plc:yc54nj2zlnqrdotewpkbrauy/app.bsky.feed.post/3mat7eirchi2p,kennedy center honors hosted by trump tanks in ratings,,117,24,7,33,[]
at://did:plc:bd4jsw5jphamhymzjrvjj23u/app.bsky.feed.post/3mat6t54iuk2r,metropolitan,,2,0,0,0,[]
at://did:plc:a67zdrt4nl2tv2qojpngogbq/app.bsky.feed.post/3mat5k7pmc52k,mikaela shiffrin has plenty to celebrate this christmas. ,,59,1,1,3,[]
at://did:plc:mzeafnu2fiz4jsuohywamioa/app.bsky.feed.post/3mat3jyft4l2l,"merry christmas from hollywood as kim kardashian, madonna and sabrina carpenter blow kisses to their fans trib.al/dt41dkv",,0,0,0,0,[]
at://did:plc:uewxgchsjy4kmtu7dcxa77us/app.bsky.feed.post/3mat267ltle2w,🧠 can you crack today’s alphadots faster than yesterday? try now: ,,3,2,0,0,[]
at://did:plc:jbvnehrrdqoulco4rf5gxg5r/app.bsky.feed.post/3masuueedpm24,russia compares us blockade of venezuela to piracy reut.rs/4seagbe,,41,12,7,19,[]
at://did:plc:v6x2nf2s6vpmjy4cshccgbvz/app.bsky.feed.post/3masuawyt622z,my kind of christmas story.,,10,0,0,2,[]
at://did:plc:inz4fkbbp7ms3ixufw6xuvdi/app.bsky.feed.post/3mass6hdzzw2j,here's how to make iphone and android devices a little easier to use. www.wired.com/story/how-to...,,70,5,1,13,[]
at://did:plc:mzeafnu2fiz4jsuohywamioa/app.bsky.feed.post/3maso67lkny2b,"trans killer, 30, who executed her parents then converted to islam is jailed for 25 years after trying to skip 'stressful' sentencing trib.al/uitfn6a",,1,0,0,0,[]
at://did:plc:zluhpi4abfzzr7ac6pecjhbl/app.bsky.feed.post/3masirxrzvc2q,"merry christmas to everyone celebrating 🎄✨

#merrychristmas",,84,2,0,8,[]
at://did:plc:azsiq6a5plbpa7ekw7pdrnum/app.bsky.feed.post/3mav2rzmig62q,kristin patrick skips breakfast and starts her day with dunkin' coffee and a spotify playlist. a dog walk at 3 p.m. helps her come back refreshed.,,2,0,0,0,[]
at://did:plc:4cunozcpjsh4advsniorb5d6/app.bsky.feed.post/3matmxc2hcc2a,a plastic orca though. ….,,4,0,0,1,[]
at://did:plc:wld6fad6xsm4tz4kfkoikun2/app.bsky.feed.post/3mavameia7t2k,,,0,0,0,0,[]
at://did:plc:jbvnehrrdqoulco4rf5gxg5r/app.bsky.feed.post/3mavam2npw22y,india's coforge to acquire us-based encora in $2.35 billion deal reut.rs/3lepcdd,,0,0,0,0,[]
at://did:plc:j4eroku3volozvv6ljsnnfec/app.bsky.feed.post/3mavapzeovh2a,we asked three top longevity experts what’s in their grocery carts. here’s what they told us.,,0,0,0,0,[]
at://did:plc:5u54z2qgkq43dh2nzwzdbbhb/app.bsky.feed.post/3mavayttgjm2b,zelenskyy preparing to meet trump within days ft.trib.al/ryvyb52,,0,0,0,0,[]
at://did:plc:vovinwhtulbsx4mwfw26r5ni/app.bsky.feed.post/3mavbpaax3z2n,"with numbers of abandoned cats soaring, we somehow found ourselves with 11",,0,0,0,0,[]
at://did:plc:mzeafnu2fiz4jsuohywamioa/app.bsky.feed.post/3mavbz4b2kr2n,kate garraway reveals her heartache after dropping daughter darcey off to begin university without her late husband derek draper trib.al/3xnlvox,,0,0,0,0,[]
at://did:plc:jbvnehrrdqoulco4rf5gxg5r/app.bsky.feed.post/3mavd3wxssy24,uae shares slip in thin trade; dubai index marks fifth weekly gain reut.rs/4pud6td,,0,0,0,0,[]
at://did:plc:ksomqbgsxdjfftvucflglqav/app.bsky.feed.post/3mav5w26opk25,"only 34 years ago, yet we have become so complacent",,18,0,0,6,[]
at://did:plc:ubgit6dc7iwrk2wyqdmhbqqz/app.bsky.feed.post/3mavf6dqmjs26,wow! 😍,,0,0,0,0,[]
at://did:plc:2dzi6mgurtthv7gcrhba3645/app.bsky.feed.post/3mato3v3h222b,"merry xmas from gotham
#batman #dccomics #digitalart #gotham",,2320,16,4,242,[]
at://did:plc:wld6fad6xsm4tz4kfkoikun2/app.bsky.feed.post/3mavgau6qfe2x,,,0,0,0,0,[]
at://did:plc:5u54z2qgkq43dh2nzwzdbbhb/app.bsky.feed.post/3mavjuorc572y,mosque bombing in alawite district in syria leaves at least 8 dead ft.trib.al/pmxc4c5,,0,0,0,0,[]
at://did:plc:vovinwhtulbsx4mwfw26r5ni/app.bsky.feed.post/3mavk3dsu4r2o,us warns of more nigeria strikes as abuja talks of ‘joint ongoing operations’,,0,0,0,0,[]
at://did:plc:xraomsuf6pvh7r2cqtdwhkvm/app.bsky.feed.post/3mavk76yzfs2v,,,2,0,0,0,[]
at://did:plc:xraomsuf6pvh7r2cqtdwhkvm/app.bsky.feed.post/3mavkbpeuac2v,,,7,1,0,0,[]
at://did:plc:xraomsuf6pvh7r2cqtdwhkvm/app.bsky.feed.post/3mavkvkavjc2v,❤️,,0,0,0,0,[]
at://did:plc:vovinwhtulbsx4mwfw26r5ni/app.bsky.feed.post/3mavl3mqhcc2i,uk campaigner targeted by trump accuses tech giants of ‘sociopathic greed’,,5,0,0,0,[]
at://did:plc:z2bdlsauzifkfl7pamrxmnm3/app.bsky.feed.post/3mauwnnxxys2h,@financialtimes.com year in a word: rare earths giftarticle.ft.com/giftarticle/... 🧪💡🔌⚒️,,3,0,0,4,[]
at://did:plc:mzeafnu2fiz4jsuohywamioa/app.bsky.feed.post/3mavpr5xgtq2n,epstein's chilling words rejecting suicide days before he died in jail trib.al/gadiysg,,0,0,0,0,[]
at://did:plc:yc54nj2zlnqrdotewpkbrauy/app.bsky.feed.post/3mavovkvhv52p,billboard telling troops to obey only lawful orders launches near florida base,,39,1,1,14,[]
at://did:plc:6vwezbhj7wwowu4sbur5npjk/app.bsky.feed.post/3mavouwrkws2r,wapo.st/4q1nsnk,,1,0,0,0,[]
at://did:plc:6vwezbhj7wwowu4sbur5npjk/app.bsky.feed.post/3mavorldcjk2r,wapo.st/4q1nsnk,,1,0,0,0,[]
at://did:plc:wld6fad6xsm4tz4kfkoikun2/app.bsky.feed.post/3mavqcsypvi2d,,,1,0,0,1,[]
at://did:plc:zdapcoh3f6wxrfaoe5tun6r7/app.bsky.feed.post/3mavtkbws7s26,www.rawstory.com/amfest-third...,,0,0,0,1,[]
at://did:plc:22q23ofx54ekzug5tlns2v36/app.bsky.feed.post/3mavtnccgy22m,thank you ashleigh!,,0,0,0,0,[]
at://did:plc:au2h75mougmx6kqblqbw24xd/app.bsky.feed.post/3mavtn6cb4y2d,925 billionaires eclipse bottom 50%. #econsky,,0,0,0,0,[]
